Waterbody Type,Segment ID,Waterbody Index Number (WIN),Name,Description,Basin,Segment Miles,6NYCRR Chapter X Part,Water Quality Class
Ponds,1501-0047,NJ-12- 6-P1002e..P1003d,Lake Skannatati,entire lake,Ramapo River,,860,B
Ponds,1501-0049,NJ-12-15-P1005,We Wah Lake,entire lake,Ramapo River,,860,B
Ponds,1501-0052,NJ-12-17-P1008- 3-P1009b,Lake Winape,entire lake,Ramapo River,,860,B
Ponds,1301-0112,H- 20- 9- 2a-P32a,Hardscrabble Lake,entire lake,Lower Hudson River,,864,B
Ponds,1301-0113,H- 20-11a-P32a,Campfire Lake,entire lake,Lower Hudson River,,864,B
Ponds,1104-0142,H-369-P127-48-P197,Lixard Pond,entire lake,Upper Hudson River,,941,FP
Ponds,1104-0144,H-369-P127-50-P197a,Northville Lake,entire lake,Upper Hudson River,,941,B
Ponds,1104-0151,H-369-P127-74-P212a,Bell Brook Pond,entire lake,Upper Hudson River,,941,B
Ponds,0801-0401,Ont  19- 81-P890,Little Moose Lake,entire lake,Black River,,805,C(T)
Ponds,0801-0407,Ont  19- 88-P907,Round Pond,entire lake,Black River,,805,C(T)
Ponds,0801-0416,Ont  19- 94- 1- 2-P920,Round Lake,entire lake,Black River,,805,A
Ponds,1404-0037,D-71-10- 6-3-P387,Summit Lake/Page Pond,entire lake,Delaware River,,815,B
Ponds,1404-0038,"D-71-10- 6-P388,P389","Fly Pond, Deer Lake",total area of both lakes,Delaware River,,815,B
Ponds,1404-0041,D-71-10-13-P391,Page Pond,entire lake,Delaware River,,815,C(T)
Ponds,1404-0044,D-71-11-P398,Deposit Reservoir,entire lake,Delaware River,,815,A
Ponds,1404-0047,D-71-12- 2-P401,Beales Pond,entire lake,Delaware River,,815,C
Ponds,1310-0037,H-204- 2-18-P65,Tackawasick Lake,entire lake,Lower Hudson River,,863,B(T)
Ponds,1302-0083,H- 31-P44-14-P50- 2- P50a,Lake Shenorock,entire lake,Lower Hudson River,,864,B
Ponds,1702-0261,(MW5.2a) LIS-HB-NB-CH-P240,Mill Pond,entire pond,Atlantic Ocean/Long Island Soun,,925,C
Ponds,1401-0058,D-10-18-P114,Mountain Lake,entire lake,Delaware River,,815,B
Ponds,1401-0062,"D-10-22-P127a,P127b",Woods/Pauls Ponds,total area of both lakes,Delaware River,,815,B
Ponds,1401-0065,D-10-22-P133,Lake Marie,entire lake,Delaware River,,815,B(T)
Ponds,1401-0069,D-10-29-P154a,Luzon Lake,entire lake,Delaware River,,815,B
Ponds,1301-0114,H- 20-P30,Pocantico Lake,entire lake,Lower Hudson River,,864,A
Ponds,1301-0115,H- 20-P33,Echo Lake,entire lake,Lower Hudson River,,864,B
Ponds,1301-0126,H- 43- 4-P150i,Lake Tompkins,entire lake,Lower Hudson River,,864,B
Ponds,1301-0127,H- 43- 6-P150k,Upper Pound Swamp,entire lake,Lower Hudson River,,864,C
Ponds,1701-0029,(MW8.3a) MDB-231-P996,Lofts Pond,entire pond,Atlantic Ocean/Long Island Soun,,885,SC
Ponds,1701-0052,(MW8.2a) EB-227-P987a,Camaans Pond,entire lake,Atlantic Ocean/Long Island Soun,,885,C
Ponds,1701-0054,(MW8.4a) HB-235-P1017a,Grant Park Pond,entire lake,Atlantic Ocean/Long Island Soun,,885,C
Ponds,1701-0113,"(MW7.1b) AO-P790- 2-2-P793,P794",Mill and Seven Ponds,total area of both lakes,Atlantic Ocean/Long Island Soun,,923,B
Ponds,0801-0417,Ont  19- 94- 1- 4-P921,Deer Pond,entire lake,Black River,,805,C(T)
Ponds,0801-0420,Ont  19- 94- 1-P922- 1-P923,Brandy Lake,entire lake,Black River,,805,C(T)
Ponds,0801-0421,Ont  19- 94- 4-P927,Mudhole,entire lake,Black River,,805,C
Ponds,0801-0427,Ont  19-104- 2- 5-P948,"Dead Lake, more",entire lake,Black River,,805,C
Ponds,0801-0430,Ont  19-104- 3- 1- 3-P967,Brewer Lake,entire lake,Black River,,805,C(T)
Ponds,1101-0078,H-314-20-P97b,Mud Pond,entire lake,Upper Hudson River,,941,C
Ponds,1101-0081,H-318-1-3-P99,John Mack Pond,entire lake,Upper Hudson River,,941,AA
Ponds,1101-0082,H-318-10-P102a,Camp Saratoga Pond,entire lake,Upper Hudson River,,941,B
Ponds,1101-0084,H-318-P100-2-P101,Moreau Lake,entire lake,Upper Hudson River,,941,A(T)
Ponds,1101-0091,H-354-a-P115,Lake Bonita,entire lake,Upper Hudson River,,941,AA
Ponds,1102-0006,H-264- 4-P1095,Tomhannock Reservoir,entire reservoir,Upper Hudson River,,940,A
Ponds,1310-0038,H-204- 2-18-P68,Little Bowman Pond,entire lake,Lower Hudson River,,863,B
Ponds,1310-0041,H-204- 2-35-P79a,Stone Bridge Pond,entire lake,Lower Hudson River,,863,B(T)
Ponds,1310-0042,H-204- 2-35-P79d,Stump Pond,entire lake,Lower Hudson River,,863,C
Ponds,1310-0044,H-204- 2-36- 4- 1-P80,Round Pond,entire lake,Lower Hudson River,,863,A
Ponds,1310-0045,H-204- 2-36- 4-P81,Spring Lake,entire lake,Lower Hudson River,,863,B
Ponds,1310-0046,H-204- 2-36-P80b,Black River Pond,entire lake,Lower Hudson River,,863,B(T)
Ponds,1310-0050,H-204- 3- 1-P12,Merwin Lake,entire lake,Lower Hudson River,,863,B(T)
Ponds,1310-0053,H-204- 3- 8- 4- 7-P100,Bell Pond,entire lake,Lower Hudson River,,863,B
Ponds,1501-0034,NJ- 8-P995b,Lake Antrim/Island Lake,entire lake,Ramapo River,,860,B
Ponds,1311-0023,H-221- 4-35-P292,Delanson Reservoir,entire reservoir,Lower Hudson River,,863,A
Ponds,1311-0025,H-221- 4-P270- 1- 8-P276b,Altamont Reservoir,entire reservoir,Lower Hudson River,,863,A
Ponds,1311-0026,H-221- 4-P289,Mill Pond,entire lake,Lower Hudson River,,863,C
Ponds,1401-0018,"D-10-18-P117,P118",White/Amber Lakes,total area of both lakes,Delaware River,,815,B
Ponds,1401-0028,D-10- 5-5-P78,Echo Lake,entire lake,Delaware River,,815,B
Ponds,1701-0116,(MW7.1b) AO-P817,Coopers Neck Pond,entire lake,Atlantic Ocean/Long Island Soun,,923,C
Ponds,1701-0118,(MW7.1b) AO-P814,Old Town Pond,entire lake,Atlantic Ocean/Long Island Soun,,923,C
Ponds,1701-0119,(MW7.1b) AO-P812,Wickapogue Pond,entire lake,Atlantic Ocean/Long Island Soun,,923,C
Ponds,1701-0120,(MW7.1b) AO-P811,Phillips Pond,entire lake,Atlantic Ocean/Long Island Soun,,923,C
Ponds,1701-0121,(MW7.1b) AO-P809,Jule Pond,entire lake,Atlantic Ocean/Long Island Soun,,923,C
Ponds,1701-0128,(MW6.1d) GB..GPB-P496,Laurel Pond,entire lake,Atlantic Ocean/Long Island Soun,,924,A
Ponds,1701-0129,(MW6.1d) GB..GPB-P495,Mattituck (Marratooka) Pond,entire lake,Atlantic Ocean/Long Island Soun,,924,A
Ponds,1401-0138,D-60-1-P265,Delaware Lake/Perch Pond,entire lake,Delaware River,,815,B
Ponds,1102-0014,H-264- 4-P1095-3-6-P1109,Babcock Lake,entire lake,Upper Hudson River,,940,A
Ponds,1102-0015,H-264 (portion 1b)/P1115,Schaghticoke Reservoir,entire reservoir,Upper Hudson River,,940,C
Ponds,1102-0023,H-264- 4-P1095-1-6-P1103,Newcomb Pond,entire lake,Upper Hudson River,,940,A(T)
Ponds,1102-0029,H-264-38-12-P1129,Taconic (Crandall) Pond,entire lake,Upper Hudson River,,940,C(T)
Ponds,0905-0195,SL-25-P309..131-P360,Big Deer Pond,entire lake,St. Lawrence River,,910,FP
Ponds,0906-0020,SL-25-  7/P1- 8- P54,Butterfield Lake,entire lake,St. Lawrence River,,910,B
Ponds,0906-0029,SL-25-  7/P1- 2-P4,Hickory Lake,entire lake,St. Lawrence River,,910,C
Ponds,0906-0035,SL-25-  7/P1- 3- 3-P50a,Pleasant Lake,entire lake,St. Lawrence River,,910,B
Ponds,1302-0041,H- 31-P44-24- 9-P86,Bog Brook Reservoir,entire reservoir,Lower Hudson River,,864,AA
Ponds,1302-0053,"H- 31-P44-24-17-P93a,P93b","Lost Lake, Putnam Lake",total area of both lakes,Lower Hudson River,,864,B
Ponds,1302-0054,H- 31-P44-35-P109- 6-13-P115a,Truesdale Lake,entire lake,Lower Hudson River,,864,B
Ponds,1302-0067,H- 31- 2-P42b,Indian Brook Reservoir,reservoir from dam to ...,Lower Hudson River,,864,A
Ponds,1302-0070,H- 31-P44- 1a-P45,Collaberg Pond,entire lake,Lower Hudson River,,864,B
Ponds,1401-0029,D-10- 5-P79,Hemlock Lake,entire lake,Delaware River,,815,B
Ponds,1302-0085,H- 31-P44-14-P53- 1-P54,Wixon Lake,entire lake,Lower Hudson River,,864,B
Ponds,1302-0089,H- 31-P44-17- 5-P57a,Lake Lincolndale,entire lake,Lower Hudson River,,864,B
Ponds,1302-0100,H- 31-P44-23-P59- 2- 4- P59b,Casse Lake,entire lake,Lower Hudson River,,864,B
Ponds,1302-0101,H- 31-P44-23-P59- 2-P60,Mud Pond,entire lake,Lower Hudson River,,864,A
Ponds,1302-0103,H- 31-P44-23-P59- 5-P61a,Palmer Lake,entire lake,Lower Hudson River,,864,B
Ponds,1401-0139,D-61-P266,Elm Swamp,entire lake,Delaware River,,815,C(TS)
Ponds,0902-0087,SL(C)-29-P26,Lamica Lake,entire lake,St. Lawrence River,,910,C
Ponds,1301-0132,H- 44-P155,Furnace Brook Pond,entire lake,Lower Hudson River,,864,B
Ponds,1301-0135,H- 48a-P159a,Lake Boyce,entire lake,Lower Hudson River,,864,B
Ponds,1301-0137,H- 51-P161e/P161g,"Lounsbury, Peterson Ponds",total area of both lakes,Lower Hudson River,,864,B
Ponds,1301-0142,H- 55- 2- 3-P166,Lake Celeste,entire lake,Lower Hudson River,,864,B
Ponds,0906-0036,SL-25-  7/P1- 3- 4-P 5,Mud Lake,entire lake,St. Lawrence River,,910,C
Ponds,0906-0037,SL-25-  7/P1- 3-11-P 8,Muskellunge Lake,entire lake,St. Lawrence River,,910,C
Ponds,0906-0038,SL-25-  7/P1- 3-17-P 9,Lake of the Woods,entire lake,St. Lawrence River,,910,C
Ponds,0906-0044,SL-25-  7/P1- 3-26-P14,Saint James Lake,entire lake,St. Lawrence River,,910,C(T)
Ponds,0906-0048,SL-25-  7/P1- 3-46-P20,Dority Pond,entire lake,St. Lawrence River,,910,C
Ponds,1104-0155,"H-369..13-P213,19-P215","Murphy Lake, Willis Lake",total area of both lakes,Upper Hudson River,,941,FP
Ponds,1104-0161,H-369..20-23-P234-11-5-P247,Fawn Lake,entire lake,Upper Hudson River,,941,FP
Ponds,1302-0071,H- 31-P44- 1a..P45c/P45d,Dream and Blue Lakes,total area of both lakes,Lower Hudson River,,864,B
Ponds,1702-0246,(MW5.4e) LIS-P378,Great Pond,entire lake,Atlantic Ocean/Long Island Soun,,924,A
Ponds,1702-0247,"(MW2.4)  ER-3-P1063..P1063a,P1063b",Whippoorwill/Heaptaugua Lakes,total area of both lakes,Atlantic Ocean/Long Island Soun,,935,A
Ponds,1702-0248,(MW3.7)  Conn- 4-P1106g-k (select),Minor Lake Tribs to Mianus Reservoir,total area of all selected lakes,Atlantic Ocean/Long Island Soun,,936,AA-S
Ponds,1702-0250,(MW3.7)  Conn- 4..P1108k-q (select),Minor Lake Tribs to Upper Mianus River,total area of all selected lakes,Atlantic Ocean/Long Island Soun,,936,AA-S
Ponds,1702-0252,(MW3.7)  Conn- 6-P1109,Trinity Lake,entire lake,Atlantic Ocean/Long Island Soun,,936,AA-S
Ponds,1702-0253,(MW3.7)  Conn- 9-P1110,Siscowit Reservoir,entire lake (within NYS),Atlantic Ocean/Long Island Soun,,936,AA-S
Ponds,1702-0254,"(MW3.7)  Conn-10-P1110a,1110g,1111",John DeMilne/Browns/Scotts Reservoirs,total area of all three lakes (within NYS),Atlantic Ocean/Long Island Soun,,936,AA-S
Ponds,1702-0255,(MW3.7)  Conn- 4-P1106d,Mianus Reservoir,entire lake (within NYS),Atlantic Ocean/Long Island Soun,,936,AA-S
Ponds,1401-0070,D-10-29-P155,Hilldale Pond,entire lake,Delaware River,,815,B
Ponds,1401-0080,D-16-10-P174,Lake Devenogue/Upper Highland Lake,entire lake,Delaware River,,815,B
Ponds,1401-0081,D-16-P173a,Little Mohican Lake,entire lake,Delaware River,,815,B(T)
Ponds,1401-0091,"D-30-2-P185,P186","Bodine, Montgomery Lakes",total area of both lakes,Delaware River,,815,B
Ponds,1701-0156,(MW8.1a) SOB-220-P968,Massapequa Lake,entire lake,Atlantic Ocean/Long Island Soun,,885,C
Ponds,1701-0157,(MW8.1a) SOB-220-P969,Massapequa Reservoir,entire lake,Atlantic Ocean/Long Island Soun,,885,A
Ponds,1402-0030,D- 1- 9-P13,Walls Pond,entire lake,Delaware River,,815,B
Ponds,1402-0047,D- 1-35-P38c,Davies Lake,entire lake,Delaware River,,815,B
Ponds,1402-0057,D- 1-38-P51,Loch Sheldrake/Sheldrake Pond,entire lake,Delaware River,,815,B
Ponds,1104-0165,H-369..28-9-P280,Charley Lake,entire lake,Upper Hudson River,,941,B(T)
Ponds,1104-0166,H-369..28-P279,Dunning Lake,entire lake,Upper Hudson River,,941,FP
Ponds,1104-0167,H-369..28-P281,Gilman Lake,entire lake,Upper Hudson River,,941,C(T)
Ponds,1104-0168,H-369..29-25-P298,Second Pond,entire lake,Upper Hudson River,,941,FP
Ponds,0801-0432,Ont  19-104- 3- 8-P963,Granny Marsh Pond,entire lake,Black River,,805,C
Ponds,0801-0433,Ont  19-104- 3-P968,Bear Lake,entire lake,Black River,,805,C(T)
Ponds,1404-0073,D-71-61-10-P421,Silver Lake,entire lake,Delaware River,,815,B
Ponds,1404-0074,D-71-61-10-P422,Tunis Lake,entire lake,Delaware River,,815,B(TS)
Ponds,1404-0078,D-71-63-P431,Spring Lake,entire lake,Delaware River,,815,A(T)
Ponds,1404-0086,D-71-92-P449,Odell Lake,entire lake,Delaware River,,815,B
Ponds,1404-0089,D-71-P453-2-P461,Utsayantha Lake,entire lake,Delaware River,,815,B
Ponds,1404-0090,D-71-P453-2-P461-1-P462,Stamford Reservoir,entire lake,Delaware River,,815,A
Ponds,1501-0017,NJ- 1/P977a-12-P982b,Lake Lucille,entire lake,Ramapo River,,865,B
Ponds,1401-0030,D-10- 8-P81,Lake Metauque,entire lake,Delaware River,,815,B
Ponds,1401-0031,D-10-10-P82,Burnt Lake,entire lake,Delaware River,,815,B
Ponds,1401-0033,"D-10-11- 1-P83,P84","Forestburg, Trout Ponds",total area of both ponds,Delaware River,,815,B(T)
Ponds,1401-0038,D-10-11- 3-P94,Merriewold Lake,entire lake,Delaware River,,815,B
Ponds,1401-0140,D-64-1-P267,Sand Pond,entire lake,Delaware River,,815,B
Ponds,1402-0004,D- 1-38-P50a,Evens Lake,entire lake,Delaware River,,815,B
Ponds,1402-0028,D- 1- 5-P5a,Hawthorne Lake,entire lake,Delaware River,,815,B
Ponds,1001-0031,C- 93-P348,Bullpout Pond,entire lake,Lake Champlain,,830,C
Ponds,1104-0315,H-461-17- 1-P588a- 5-P590,Round Pond,entire lake,Upper Hudson River,,941,FP
Ponds,1204-0007,H-240-223-P1052/P1053,Leland Pond,entire pond,Mohawk River,,876,C
Ponds,1301-0254,H-235-P386- 1- P397,Crooked Lake,entire lake,Lower Hudson River,,863,B
Ponds,0801-0436,Ont  19-104-24-P976- 2-P977,First Bisby Lake,entire lake,Black River,,805,B(T)
Ponds,0801-0437,"Ont  19-104-24-P976- 2..P978,P979","Lower, Upper Sylvan Ponds",total area of both lakes,Black River,,805,A(T)
Ponds,0801-0438,Ont  19-104-24-P976- 3-P980,Chamber Lake,entire lake,Black River,,805,C(T)
Ponds,0801-0439,Ont  19-104-P971,Chub Pond,entire lake,Black River,,805,C(T)
Ponds,1102-0030,H-264-38-20-P1130,Kendall Pond,entire lake,Upper Hudson River,,940,AA
Ponds,1102-0031,H-264-38- 5-P1127,Peckham Pond,entire lake,Upper Hudson River,,940,C
Ponds,1103-0014,H-301-17-P75,Carter Pond,entire lake,Upper Hudson River,,941,C
Ponds,1310-0055,H-204- 3- 8-22-P105,Chrysler Pond,entire lake,Lower Hudson River,,863,B
Ponds,1310-0056,H-204- 3- 8-31-P107,Forest Pond,entire lake,Lower Hudson River,,863,A
Ponds,1310-0057,H-204- 3-22-P129,Philmont Reservoir,entire reservoir,Lower Hudson River,,863,A
Ponds,1310-0058,H-204- 3-P116,Red Mills Pond,entire lake,Lower Hudson River,,863,B
Ponds,1310-0059,H-204- 3-P126,Philmont Pond,entire lake,Lower Hudson River,,863,B
Ponds,1311-0003,H-221- 4- 8-P266,Glass Pond,entire lake,Lower Hudson River,,863,C(T)
Ponds,1311-0022,H-221- 4-31-P290,Duanesburg Reservoir,entire reservoir,Lower Hudson River,,863,A
Ponds,1302-0111,H- 31-P44-23-P59- 6-P62..P64a,Ballard Lake,entire lake,Lower Hudson River,,864,B
Ponds,1302-0115,H- 31-P44-23..P67..P71,Barrett Pond,entire lake,Lower Hudson River,,864,B
Ponds,1302-0117,H- 31-P44-23..P67..P73,Dean Pond,entire lake,Lower Hudson River,,864,B
Ponds,1302-0118,H- 31-P44-23..P75,China Pond,entire lake,Lower Hudson River,,864,B
Ponds,1302-0119,H- 31-P44-23..P75a,Clear Pool,entire lake,Lower Hudson River,,864,B
Ponds,1401-0094,D-30-P184a,Toasperns Pond,entire lake,Delaware River,,815,B
Ponds,1301-0144,H- 55- 2-P165b,Cortlandt Lake,entire lake,Lower Hudson River,,864,B
Ponds,1301-0146,H- 55- 6-P170a,Gregory Pond,entire lake,Lower Hudson River,,864,B
Ponds,1701-0134,(MW5.4d) LIS- 68-P610,Lake Panamoka (Long Pond),entire lake,Atlantic Ocean/Long Island Soun,,921,B
Ponds,1701-0135,(MW7.4)  AO-GSB-BB-177-P863,Artist Lake,entire lake,Atlantic Ocean/Long Island Soun,,922,B
Ponds,1701-0144,(MW7.1a) AO-P782/P784,Wainscott Pond/Fairfield Pond,total area of both lakes,Atlantic Ocean/Long Island Soun,,924,C
Ponds,1103-0015,H-301-17-P79-1-P80,Summit Lake,entire lake,Upper Hudson River,,941,AA
Ponds,1103-0016,H-301-18-P82,McDougall Lake,entire lake,Upper Hudson River,,941,C
Ponds,1103-0018,H-301-20- 7-1-P85,Barkley Pond,entire lake,Upper Hudson River,,941,C
Ponds,1103-0020,H-301-20- 8-P86,Scott Lake,entire lake,Upper Hudson River,,941,B
Ponds,0906-0052,SL-25-  7/P1- 3-55-P24..P30,Bullhead Pond,entire lake,St. Lawrence River,,910,C
Ponds,0906-0053,SL-25-  7/P1- 3-55-P24..P30a,Burnt Pond,entire lake,St. Lawrence River,,910,C
Ponds,1004-0062,C- 25-26- 4-P225,Military Pond,entire lake,Lake Champlain,,830,C(T)
Ponds,1004-0064,C- 25-26- 5-P227b,Newberry Pond,entire lake,Lake Champlain,,830,C
Ponds,1004-0066,C- 25-26-28-P243,Connery Pond,entire lake,Lake Champlain,,830,C(T)
Ponds,1004-0076,C- 25-27-38-P274,Chapel Pond,entire lake,Lake Champlain,,830,AA(T)
Ponds,0905-0155,SL-25- 73-26- 6- 2-P152,Elijah Lake,entire lake,St. Lawrence River,,910,C(T)
Ponds,1401-0095,D-30-P195,Welmet Lake,entire lake,Delaware River,,815,B
Ponds,1401-0096,D-30-P196,Trout Pond,entire lake,Delaware River,,815,B
Ponds,1401-0100,"D-35-P203b,P??","Tusten Mountain Lake, Lake LaBarr",total area of both lakes,Delaware River,,815,B
Ponds,1401-0101,D-36-P206,Grassy Swamp Pond,entire lake,Delaware River,,815,B
Ponds,1401-0105,D-37- 1-4-P211a,Lake Nianque,entire lake,Delaware River,,815,B
Ponds,0905-0167,SL-25- 73..P233,Little Deer Pond,entire lake,St. Lawrence River,,910,C(T)
Ponds,0905-0169,"SL-25- 75-P249,P252","Clear Lake, Beaver Lake",total area of both lakes,St. Lawrence River,,910,C(T)
Ponds,0905-0171,"SL-25- 82-P255,P256,P257","Hall Lake, Parlow Pond, Shingle Pond",total area of all three lakes,St. Lawrence River,,910,C
Ponds,0905-0172,SL-25- 95-P264,Dodge Pond,entire lake,St. Lawrence River,,910,C
Ponds,1203-0046,H-240-180- P799-19-11-P815,Cranberry Lake,entire lake,Mohawk River,,880,A
Ponds,1203-0049,H-240-180- P799-19-11..P823,Long Lake,entire lake,Mohawk River,,880,C(T)
Ponds,0906-0057,SL-25-  7/P1- 3-63-P47,Blanchard Pond,entire lake,St. Lawrence River,,910,C
Ponds,1000-0003,C (portion 3),"Lake Champlain, Main Lake, South","portion of lake, from Split Rock Pt to Crown Point Br",Lake Champlain,,830,A
Ponds,1001-0015,C,Willsboro Bay,"entire bay, as described below",Lake Champlain,,830,A
Ponds,1001-0028,C- 86-P335,Mill Pond,entire lake,Lake Champlain,,830,C(T)
Ponds,1002-0009,C-  3 (portion 6)/P20,Chazy Lake,entire lake,Lake Champlain,,830,AA(T)
Ponds,1003-0040,C- 15 (portion 4)-P74,"Saranac River, Union Falls Reservoir",entire reservoir,Lake Champlain,,830,C(T)
Ponds,1003-0046,C- 15-P 86,Lake Flower,entire lake,Lake Champlain,,830,AA
Ponds,1003-0061,C- 15-22-P52,Mud Lake,entire lake,Lake Champlain,,830,C(T)
Ponds,1003-0063,C- 15-22-29-P61,Buck Pond,entire lake,Lake Champlain,,830,C(T)
Ponds,1003-0065,C- 15-22-30-P65,Rainbow Lake,entire lake,Lake Champlain,,830,C(T)
Ponds,1003-0069,"C- 15-54-P 83,P 84","Moose Pond, Grass Pond",entire lake,Lake Champlain,,830,A(T)
Ponds,1003-0076,C- 15-P 86-P 90-64-P100,Kiwassa Lake,entire lake,Lake Champlain,,830,AA
Ponds,1003-0079,C- 15-P104-66-P106,Lake Colby,entire lake,Lake Champlain,,830,A(T)
Ponds,1003-0081,C- 15-P104-67-P107,McCauley Pond,entire lake,Lake Champlain,,830,AA(T)
Ponds,1403-0083,D-70-20-44-P344,Little Pond,entire lake,Delaware River,,815,B(T)
Ponds,1403-0085,D-70-20-45-P345-1-P345a,Mountain Lake,entire lake,Delaware River,,815,B
Ponds,0905-0156,"SL-25- 73-26- 6- 3-P153,P154","Silver Dawn Lake, L. Silver Dawn Lake",total area of both lakes,St. Lawrence River,,910,C
Ponds,0905-0157,"SL-25- 73-26- 6- 4-P157,P158","Lower Scuttle Hole, Scuttle Hole",total area of both lakes,St. Lawrence River,,910,FP
Ponds,0905-0159,SL-25- 73-26- 9-P164,Lanes Pond,entire lake,St. Lawrence River,,910,C(T)
Ponds,0905-0160,"SL-25- 73-26-11-P166,-13-P167","Mouldy Pond, Little Mouldy Pond",total area of both lakes,St. Lawrence River,,910,C
Ponds,1202-0051,H-240- 82-104-11-P627,Brozie/Baldwin Pond,entire lake,Mohawk River,,879,C
Ponds,1501-0066,NJ-13- 2-P1021c,Sterling Forest Lake,entire lake,Ramapo River,,865,A
Ponds,1501-0068,NJ-13-P1025,Sterling Lake,entire lake,Ramapo River,,865,A
Ponds,1601-0001,Conn 15-12-21-P1134,Rudd Pond,entire lake,Housatonic River,,825,C
Ponds,1601-0013,Conn 15- 1-P1113,Ellis Pond,entire lake,Housatonic River,,825,A
Ponds,1601-0014,"Conn 15- 2-P1114,P1114a","Quaker Lake, French Lake",total area of both lakes,Housatonic River,,825,B
Ponds,1203-0050,"H-240-180- P799-19-11..P824,P825","Deer, North Branch Lakes",total area of both lakes,Mohawk River,,880,FP
Ponds,1203-0051,H-240-180- P799-19-29-P829,Boyer Lake,entire lake,Mohawk River,,880,FP
Ponds,1203-0054,"H-240-180-68-P834,P836,P842","Spectacle, Butler, Atwood Lakes",total area of all three lakes,Mohawk River,,880,A
Ponds,1303-0026,H- 89-20-17-P304b,Goshen Reservoir,entire reservoir,Lower Hudson River,,862,A
Ponds,1303-0027,H- 89-20-P260,Browns Pond,entire lake,Lower Hudson River,,862,C
Ponds,1403-0086,D-70-20-47-P346,Alder Lake,entire lake,Delaware River,,815,B
Ponds,1403-0087,D-70-20-57a-P346a,Forest Lake,entire lake,Delaware River,,815,B
Ponds,1403-0088,D-70-20-61-P348,Beecher Lake,entire lake,Delaware River,,815,B
Ponds,1403-0089,D-70-20-65-P349,Balsam Lake,entire lake,Delaware River,,815,B
Ponds,1403-0095,D-70-49-P362,Brydon Lake,entire lake,Delaware River,,815,B
Ponds,1308-0024,H-188-64-P904,Goose Pond,entire lake,Lower Hudson River,,863,C
Ponds,1309-0007,H-193- 1-P913,Hollster Lake,entire lake,Lower Hudson River,,863,A
Ponds,1309-0014,H-193- 2- 9..P915,Van Luven Lake,entire lake,Lower Hudson River,,863,C
Ponds,1202-0055,H-240- 82-113-P643,Mayham Pond,entire lake,Mohawk River,,879,C
Ponds,1202-0060,H-240- 82-117-14-P647a,Lake Heloise,entire lake,Mohawk River,,879,B(T)
Ponds,1202-0061,H-240- 82-117-P647b,Silver Lake,entire lake,Mohawk River,,879,B
Ponds,1202-0069,"H-240- 82-147b-1..P655c,P655a,P655b",Onteora Pond/Tannersville Reservoirs,total area of all lakes,Mohawk River,,879,A
Ponds,1202-0070,H-240- 82-147b-P656a,Lake Rip Van Winkle,entire lake,Mohawk River,,879,B
Ponds,1305-0026,H-101-21-P396,Shaw Pond,entire lake,Lower Hudson River,,857,A
Ponds,0801-0139,"Ont  19-114..P995,P996","Burp Lake, Black Creek Lake",total area of both lake,Black River,,805,C(T)
